DFT_ID,Alloy,SWS0,B0,R2,dSWS_center
DFT_0330,Hf5V20Ta30Mo15W30,2.986400,214.94,1.00000,+0.01140
DFT_0331,Hf10Nb20Ta35Mo20W15,3.052164,185.84,1.00000,+0.00416
DFT_0332,Hf20V15Nb5Ta15Mo30W15,3.016060,186.99,0.99999,-0.00444
DFT_0333,Hf35V25Ta25W15,3.069975,165.03,0.99957,-0.00353
DFT_0334,Hf40V10Mo30W20,3.050970,182.43,0.99975,-0.02403
DFT_0335,Zr5V30Nb35Mo30,2.966692,177.33,0.99999,-0.00031
DFT_0336,Zr5Hf20Nb25Mo20W30,3.053123,176.73,0.99998,+0.02976
DFT_0337,Zr10Ta30Mo30W30,3.017842,219.26,0.99999,-0.00216
DFT_0338,Zr10Nb35Ta20Mo5W30,3.052473,190.42,0.99997,-0.00253
DFT_0339,Zr10V15Nb40Mo15W20,3.012436,182.11,0.99998,-0.00306
DFT_0340,Zr10V20Ta10Mo30W30,2.969436,214.39,0.99998,-0.00056
DFT_0341,Zr10V30Ta15Mo15W30,2.968677,199.86,0.99995,+0.00268
DFT_0342,Zr10V40Nb15Mo15W20,2.950088,183.34,0.99998,-0.00291
DFT_0343,Zr10Hf20V35Nb15Mo20,3.018573,152.63,0.99975,-0.01193
DFT_0344,Zr15Nb20Ta20Mo30W15,3.042792,187.28,0.99997,-0.00921
DFT_0345,Zr15Hf20V15Ta20Mo15W15,3.070536,172.23,0.99999,-0.01296
DFT_0346,Zr15Hf20V25Nb20Ta20,3.095932,144.18,0.99981,-0.00157
DFT_0347,Zr20V35Ta15W30,2.998428,173.43,0.99997,-0.00407
DFT_0348,Zr20V40Nb20Ta20,3.030019,139.61,0.99992,+0.00402
DFT_0349,Zr20Hf40V5Nb15Ta20,3.183385,133.78,0.99888,-0.02611
DFT_0350,Zr25V15Ta15Mo15W30,3.031162,179.75,0.99997,-0.01434
DFT_0351,Zr25Hf25V25Nb15W10,3.105745,139.11,0.99974,-0.01975
DFT_0352,Zr30V20Nb10Mo20W20,3.030766,163.02,0.99997,-0.02123
DFT_0353,Zr30Hf20Ta5Mo30W15,3.103017,160.49,0.99995,-0.03898
DFT_0354,Zr30Hf40V20Nb10,3.173685,114.14,0.99772,-0.02632
DFT_0355,Zr35V25Nb20Ta20,3.101183,127.25,0.99983,-0.00432
DFT_0356,Zr40Hf10V20Mo15W15,3.086494,142.32,0.99992,-0.03051
DFT_0357,Ti5Zr15Hf40V15Ta25,3.152472,140.87,0.99984,-0.01703
DFT_0358,Ti10Zr10Ta30Mo30W20,3.023970,196.97,0.99993,-0.00603
DFT_0359,Ti10Zr25V25Ta25W15,3.051114,147.81,0.99993,-0.00639
DFT_0360,Ti10Zr40Hf10Nb20Ta20,3.184694,120.14,0.99997,-0.01931
DFT_0361,Ti10Zr40Hf25V5Ta10Mo10,3.180880,112.68,0.99860,-0.03262
DFT_0362,Ti10Zr40Hf40V10,3.222606,84.67,0.98026,-0.01353
DFT_0363,Ti15Ta40Mo30W15,3.011320,205.18,0.99994,+0.00432
DFT_0364,Ti15Nb15Ta25Mo25W20,3.009884,200.93,0.99989,+0.00188
DFT_0365,Ti15V15Nb15Ta15Mo20W20,2.980178,192.91,0.99993,+0.00268
DFT_0366,Ti15Hf10V10Nb15Mo30W20,2.990021,188.54,0.99998,-0.00998
DFT_0367,Ti15Zr5Nb20Mo30W30,2.993865,205.57,0.99996,-0.00914
DFT_0368,Ti15Zr5V25Ta10Mo30W15,2.952423,189.65,0.99997,-0.00608
DFT_0369,Ti15Zr10Hf20V20Mo15W20,3.026813,164.15,0.99984,-0.02119
DFT_0370,Ti15Zr15Hf40V10Ta10W10,3.140645,141.76,0.99988,-0.02735
DFT_0371,Ti15Zr20Hf25V10Nb10Ta20,3.143882,132.00,0.99983,-0.01412
DFT_0372,Ti15Zr40Hf15Ta20W10,3.174535,124.40,0.99989,-0.02847
DFT_0373,Ti15Zr40Hf40Nb5,3.246336,74.79,0.96063,-0.01279
DFT_0374,Ti20Hf40Nb10Ta30,3.147448,151.01,0.99964,-0.01455
DFT_0375,Ti20Zr15Hf20V30Mo15,3.037912,136.08,0.99977,-0.02209
DFT_0376,Ti20Zr20Hf40Ta10Mo10,3.169344,121.52,0.99781,-0.03466
DFT_0377,Ti20Zr25Hf15V20Nb20,3.107351,119.39,0.99978,-0.01465
DFT_0378,Ti20Zr35Hf15V5Nb25,3.167565,111.62,0.99989,-0.01993
DFT_0379,Ti25Ta15Mo30W30,2.980322,213.01,1.00000,-0.00668
DFT_0380,Ti25Zr10Hf30Nb35,3.145792,131.30,0.99991,-0.01921
DFT_0381,Ti25Zr15Hf30Nb15Ta15,3.159680,129.19,0.99983,-0.01932
DFT_0382,Ti25Zr30Hf15V25W5,3.097096,118.76,0.99999,-0.01940
DFT_0383,Ti25Zr40V10Mo15W10,3.087371,126.10,0.99996,-0.03163
DFT_0384,Ti25Zr40Hf25Nb10,3.211807,89.81,0.99566,-0.02519
DFT_0385,Ti30Zr15Hf25V5Ta15W10,3.121833,140.15,0.99999,-0.01967
DFT_0386,Ti30Zr40V20Mo10,3.087576,109.19,0.99992,-0.02442
DFT_0387,Ti30Zr40Hf5Ta15W10,3.152923,118.60,0.99996,-0.02308
DFT_0388,Ti35Zr15Hf25V15W10,3.093591,132.54,0.99999,-0.02191
DFT_0389,Ti35Zr35Hf10Mo10W10,3.126025,121.69,0.99999,-0.03298
DFT_0390,Ti40Hf20V10Nb15Ta15,3.079832,130.41,0.99978,-0.00517
DFT_0391,Ti40Zr10Hf40W10,3.142754,127.56,0.99940,-0.03125
DFT_0392,Ti40Zr15Hf15Nb15Ta15,3.128163,124.37,0.99982,-0.01184
DFT_0393,Ti40Zr20Nb35Ta5,3.108237,118.32,0.99994,-0.00976
DFT_0394,Ti40Zr20V35W5,3.000521,120.73,0.99994,-0.02398
DFT_0395,Ti40Zr20Hf10Ta20W10,3.112994,131.54,0.99992,-0.01701
DFT_0396,Ti40Zr25Ta30Mo5,3.115300,123.08,0.99986,-0.00970
DFT_0397,Ti40Zr25V20Nb15,3.067355,109.75,1.00000,-0.01465
DFT_0398,Ti40Zr25Hf25V10,3.147819,107.54,0.99997,-0.01918
DFT_0399,Ti40Zr40V5Mo15,3.112692,109.08,0.99992,-0.02781
DFT_0400,Nb5Ta35Mo30W30,3.002309,231.40,0.99994,+0.01031
DFT_0401,Nb20Ta50Mo15W15,3.045077,200.33,0.99978,+0.01408
DFT_0402,Nb30Ta35Mo30W5,3.031927,192.43,0.99993,+0.00993
DFT_0403,Nb35Ta20Mo20W25,3.019840,211.85,0.99991,+0.00784
DFT_0404,Nb50Ta10Mo30W10,3.020031,196.52,0.99998,+0.00403
DFT_0405,Nb50Ta30Mo10W10,3.053729,187.48,0.99998,+0.00973
DFT_0406,V5Nb5Ta30Mo30W30,2.990755,230.75,0.99996,+0.01125
DFT_0407,V5Nb25Ta25Mo30W15,3.007517,208.33,0.99993,+0.01002
DFT_0408,V5Nb30Ta35W30,3.035470,202.38,0.99982,+0.01397
DFT_0409,V5Nb30Ta40Mo15W10,3.038449,189.06,0.99996,+0.01395
DFT_0410,V15Ta50Mo10W25,3.006990,212.72,0.99998,+0.01849
DFT_0411,V15Nb10Ta45Mo30,3.007738,188.96,0.99995,+0.01724
DFT_0412,V15Nb50Ta20Mo5W10,3.027051,179.82,0.99993,+0.01355
DFT_0413,V20Nb15Ta50W15,3.025006,183.30,0.99999,+0.02301
DFT_0414,V20Nb25Mo25W30,2.957817,223.70,0.99992,+0.00882
DFT_0415,V20Nb40Ta25W15,3.018299,181.77,0.99998,+0.01630
DFT_0416,V20Nb45Ta5Mo30,2.984138,184.59,1.00000,+0.00614
DFT_0417,V20Nb50Mo15W15,2.988246,187.23,0.99999,+0.00725
DFT_0418,V25Ta30Mo30W15,2.961804,214.90,0.99992,+0.01430
DFT_0419,V25Nb5Ta20Mo30W20,2.953616,220.63,0.99994,+0.01212
DFT_0420,V25Nb5Ta40Mo25W5,2.984768,192.00,0.99994,+0.01827
DFT_0421,V25Nb20Ta25Mo15W15,2.984143,191.55,0.99998,+0.01564
DFT_0422,V25Nb25Ta5Mo15W30,2.961350,211.01,0.99993,+0.01085
DFT_0423,V25Nb50Ta15Mo10,3.007651,170.98,0.99994,+0.01415
DFT_0424,V30Nb20Ta20W30,2.976157,198.78,0.99992,+0.01716
DFT_0425,V30Nb20Ta30Mo20,2.982693,181.23,0.99997,+0.01569
DFT_0426,V35Ta20Mo15W30,2.939360,220.58,0.99999,+0.01386
DFT_0427,V35Nb45Ta5Mo5W10,2.974705,175.91,0.99994,+0.01121
DFT_0428,V40Ta40Mo5W15,2.967309,188.08,0.99992,+0.02231
DFT_0429,V40Nb20Mo30W10,2.920410,198.08,1.00000,+0.00441
DFT_0430,V40Nb35Mo5W20,2.948164,186.65,0.99998,+0.00916
DFT_0431,Hf5Nb5Ta50Mo25W15,3.039680,196.09,0.99995,+0.03712
DFT_0432,Hf5V10Nb40Mo30W15,2.998883,192.47,1.00000,+0.00188
DFT_0433,Hf5V15Nb25Ta20Mo5W30,3.012140,197.02,0.99999,+0.01064
DFT_0434,Hf5V25Nb15Ta45W10,3.027804,174.76,0.99995,+0.01101
DFT_0435,Hf5V25Nb25Ta20Mo25,2.993361,181.13,1.00000,+0.00886
DFT_0436,Hf10Ta40Mo20W30,3.032346,213.67,1.00000,+0.02880
DFT_0437,Hf10Nb40Ta10Mo15W25,3.041865,188.58,1.00000,-0.00114
DFT_0438,Hf10Nb40Ta20Mo30,3.051944,178.86,0.99999,-0.00006
DFT_0439,Hf10V10Ta30Mo30W20,3.007444,210.30,1.00000,+0.03066
DFT_0440,Hf10V10Nb20Mo30W30,2.990869,209.64,1.00000,-0.00013
DFT_0441,Hf10V20Nb35Mo5W30,3.003918,186.56,0.99999,+0.00292
DFT_0442,Hf10V25Ta35W30,3.007951,196.36,0.99987,+0.01245
DFT_0443,Hf10V35Ta25Mo20W10,2.974810,183.03,0.99996,+0.01694
DFT_0444,Hf10V35Ta50Mo5,3.020172,165.44,0.99998,+0.02067
DFT_0445,Hf10V40Ta5Mo20W25,2.939066,196.93,1.00000,+0.00307
DFT_0446,Hf10V40Nb10Mo30W10,2.938162,185.44,1.00000,-0.00184
DFT_0447,Hf15Nb25Ta20Mo30W10,3.048098,183.44,1.00000,-0.00390
DFT_0448,Hf15Nb25Ta25Mo5W30,3.061854,186.45,1.00000,-0.00115
DFT_0449,Hf15Nb25Ta45W15,3.092002,174.89,0.99998,+0.01299
DFT_0450,Hf15Nb35Mo30W20,3.032129,189.77,0.99999,+0.01867
DFT_0451,Hf15Nb35Ta30Mo10W10,3.080048,178.40,0.99999,+0.00005
DFT_0452,Hf15Nb50Ta15W20,3.080146,171.72,0.99998,+0.02505
DFT_0453,Hf15Nb50Ta25Mo10,3.094312,164.35,0.99991,+0.00231
DFT_0454,Hf15V5Ta50Mo30,3.056124,179.77,0.99996,+0.00462
DFT_0455,Hf15V5Nb5Ta25Mo20W30,3.028270,200.79,0.99999,+0.02522
DFT_0456,Hf15V5Nb50Ta10W20,3.068335,174.68,0.99994,-0.00116
DFT_0457,Hf15V10Nb15Ta45Mo15,3.067772,171.71,0.99991,+0.00777
DFT_0458,Hf15V10Nb45Ta15Mo15,3.062053,166.90,0.99982,+0.00205
DFT_0459,Hf15V15Ta35Mo30W5,3.024667,182.29,0.99999,+0.00417
DFT_0460,Hf15V20Ta15Mo20W30,2.992660,204.40,0.99999,+0.00066
DFT_0461,Hf15V20Nb15Ta20W30,3.024692,186.46,0.99994,+0.00469
DFT_0462,Hf15V20Nb25Mo20W20,3.001385,184.26,0.99998,-0.00261
DFT_0463,Hf15V20Nb45W20,3.032998,172.39,0.99989,+0.00100
DFT_0464,Hf15V25Nb40Mo5W15,3.019660,170.13,0.99989,+0.00116
DFT_0465,Hf15V30Nb30Mo25,2.993456,169.15,0.99989,-0.00254
DFT_0466,Hf15V35Mo20W30,2.953254,197.46,1.00000,-0.00125
DFT_0467,Hf15V35Nb25Ta20W5,3.023651,161.56,0.99997,+0.01115
DFT_0468,Hf15V40Ta25Mo20,2.984270,169.67,1.00000,+0.04960
DFT_0469,Hf15V40Ta30W15,3.000049,173.03,0.99999,+0.02074
DFT_0470,Hf15V40Ta35Mo5W5,3.006264,166.82,0.99998,+0.03063
DFT_0471,Hf15V40Nb30W15,2.990646,165.31,0.99985,+0.00265
DFT_0472,Hf20Ta30Mo30W20,3.046691,190.51,0.99998,+0.02133
DFT_0473,Hf20Ta50Mo15W15,3.078503,183.86,0.99997,+0.02638
DFT_0474,Hf20V15Ta35Mo10W20,3.044729,184.09,0.99987,+0.00223
DFT_0475,Hf20V20Nb35Ta25,3.078374,161.57,0.99997,+0.01037
DFT_0476,Hf20V40Nb20Ta20,3.027495,150.56,0.99993,+0.00950
DFT_0477,Hf25Nb25Ta25Mo25,3.086384,171.56,0.99988,-0.00862
DFT_0478,Hf25Nb50Mo15W10,3.084290,170.36,0.99982,-0.01271
DFT_0479,Hf25V15Ta30Mo30,3.046739,174.65,0.99988,-0.00376
DFT_0480,Hf25V15Ta50W10,3.088191,176.67,1.00000,-0.00183
DFT_0481,Hf25V15Nb20Ta20Mo20,3.061221,167.21,0.99982,-0.00328
DFT_0482,Hf25V15Nb25Ta20W15,3.074814,174.26,0.99999,+0.00031
DFT_0483,Hf25V20Nb25W30,3.037416,177.82,0.99981,-0.00658
DFT_0484,Hf25V30Mo30W15,2.984564,183.44,0.99990,-0.01044
DFT_0485,Hf25V30Ta15Mo10W20,3.015171,178.10,0.99992,-0.00183
DFT_0486,Hf25V30Nb5Ta5Mo15W20,3.003855,178.02,0.99987,-0.00614
DFT_0487,Hf25V35Ta10W30,3.005179,180.13,0.99993,-0.00132
DFT_0488,Hf25V40Nb15Mo10W10,2.998975,162.67,0.99976,-0.00503
DFT_0489,Hf30Ta25Mo15W30,3.070615,192.93,0.99988,+0.01255
DFT_0490,Hf30Nb15Ta15Mo20W20,3.074418,178.81,0.99998,-0.01558
DFT_0491,Hf30Nb35Ta5W30,3.090107,175.06,0.99998,-0.01589
DFT_0492,Hf30Nb35Ta5Mo5W25,3.088512,177.58,0.99983,-0.01649
DFT_0493,Hf30V5Nb5Mo30W30,3.033583,194.11,0.99998,-0.01792
DFT_0494,Hf30V15Nb30Mo15W10,3.060143,168.63,0.99963,-0.01136
DFT_0495,Hf35Ta5Mo30W30,3.054495,184.53,0.99999,+0.02325
DFT_0496,Hf35Nb5Ta30Mo25W5,3.096632,179.32,0.99961,-0.01637
DFT_0497,Hf35Nb25Mo20W20,3.079758,175.96,0.99995,-0.02224
DFT_0498,Hf35V5Ta45Mo10W5,3.113011,172.46,0.99953,-0.00849
DFT_0499,Hf35V10Nb45Mo10,3.102881,157.73,0.99933,-0.01212
DFT_0500,Hf35V20Nb15Ta20Mo5W5,3.085762,162.53,0.99987,-0.00524
DFT_0501,Hf35V25Nb5Ta5Mo30,3.035576,166.16,0.99969,-0.01392
DFT_0502,Hf35V25Nb20Mo20,3.051583,159.41,0.99949,-0.01192
DFT_0503,Hf35V25Nb30W10,3.071922,156.41,0.99934,-0.00758
DFT_0504,Hf35V40Ta10W15,3.031195,158.88,0.99959,-0.00480
DFT_0505,Hf40Ta30Mo20W10,3.106391,178.83,0.99987,-0.01961
DFT_0506,Hf40Nb25Ta25W10,3.136741,172.42,0.99969,-0.01726
DFT_0507,Hf40V5Nb5Ta30W20,3.113557,177.73,0.99948,-0.01594
DFT_0508,Hf40V5Nb15Mo30W10,3.074681,180.07,0.99967,-0.02482
DFT_0509,Hf40V5Nb25Mo30,3.088779,167.17,0.99954,-0.02272
DFT_0510,Hf40V10Ta20Mo15W15,3.086150,182.48,0.99995,-0.01585
DFT_0511,Hf40V10Ta25W25,3.095761,179.58,0.99965,-0.01524
DFT_0512,Hf40V10Nb10Mo10W30,3.069120,179.54,0.99971,-0.02188
DFT_0513,Hf40V20Mo15W25,3.045794,179.78,0.99965,-0.01921
DFT_0514,Hf40V20Ta20Mo20,3.076403,165.24,0.99931,-0.01160
DFT_0515,Hf40V20Nb20Ta20,3.110523,155.52,0.99983,-0.00548
DFT_0516,Zr5Ta50Mo30W15,3.030702,211.45,0.99998,+0.00670
DFT_0517,Zr5V15Nb50W30,3.014286,187.05,0.99998,+0.00379
DFT_0518,Zr5V25Nb20Mo30W20,2.957462,202.47,0.99997,+0.00196
DFT_0519,Zr5V40Mo30W25,2.912914,215.54,0.99995,+0.00091
DFT_0520,Zr5V40Ta25Mo30,2.948569,183.59,0.99997,+0.00657
DFT_0521,Zr5V40Nb5Ta20W30,2.959855,193.81,0.99990,+0.01185
DFT_0522,Zr5Hf5V40Nb25W25,2.968473,178.63,0.99996,+0.00247
DFT_0523,Zr5Hf10V30Nb50Mo5,3.029575,148.84,0.99995,+0.00357
DFT_0524,Zr5Hf10V35Nb30Mo20,2.989874,161.91,1.00000,-0.00263
DFT_0525,Zr5Hf15Nb5Ta50W25,3.088550,184.93,0.99994,-0.00145
DFT_0526,Zr5Hf15V30Nb30Ta5W15,3.027351,161.54,0.99981,+0.00035
DFT_0527,Zr5Hf20Ta45W30,3.089625,183.41,0.99999,+0.02065
DFT_0528,Zr5Hf20V20Ta50W5,3.083943,160.99,0.99979,+0.00794
DFT_0529,Zr5Hf25Nb15Ta50W5,3.132573,167.98,0.99975,-0.00543
DFT_0530,Zr5Hf25Nb20Ta50,3.140389,163.02,0.99938,-0.00361
DFT_0531,Zr5Hf25Nb25Ta10Mo30W5,3.078766,169.17,0.99997,-0.01723
DFT_0532,Zr5Hf25V5Ta35Mo15W15,3.082958,181.93,0.99991,-0.00954
DFT_0533,Zr5Hf25V5Nb5Mo30W30,3.035892,181.05,0.99998,+0.02682
DFT_0534,Zr5Hf30Nb30Ta25Mo10,3.128906,163.64,0.99943,-0.01309
DFT_0535,Zr5Hf30V40Ta20Mo5,3.047144,141.68,0.99971,+0.04251
DFT_0536,Zr5Hf40Nb40W15,3.135825,167.11,0.99973,-0.02617
DFT_0537,Zr5Hf40V5Nb5Ta15W30,3.108134,185.75,0.99992,-0.02337
DFT_0538,Zr5Hf40V40Mo15,3.042644,149.32,0.99948,-0.01636
DFT_0539,Zr10Nb20Ta25Mo20W25,3.037706,198.28,0.99991,-0.00229
DFT_0540,Zr10Nb20Ta50Mo20,3.074105,177.47,1.00000,+0.00411
DFT_0541,Zr10V15Nb25Ta50,3.076523,159.88,0.99983,+0.01602
DFT_0542,Zr10V15Nb30Ta25W20,3.041899,176.13,0.99996,+0.00540
DFT_0543,Zr10V20Nb40Ta25Mo5,3.051000,155.21,0.99987,+0.01000
DFT_0544,Zr10V25Nb5Ta25Mo20W15,2.993686,185.66,0.99998,+0.00419
DFT_0545,Zr10V40Nb35Ta5W10,2.989557,158.49,0.99993,+0.00356
DFT_0546,Zr10Hf5V5Nb5Ta50W25,3.070617,184.04,0.99998,+0.00312
DFT_0547,Zr10Hf5V25Nb5Ta50Mo5,3.054637,160.78,0.99997,+0.00474
DFT_0548,Zr10Hf5V40Nb45,3.012159,141.94,0.99981,+0.00216
DFT_0549,Zr10Hf15V25Ta30Mo20,3.041964,162.75,0.99997,-0.00154
DFT_0550,Zr10Hf15V40Mo15W20,2.977748,172.70,0.99993,-0.01125
DFT_0551,Zr10Hf30V25Nb5W30,3.054008,168.75,0.99968,-0.01749
DFT_0552,Zr10Hf40Nb20Ta15W15,3.148640,168.75,0.99999,-0.02736
DFT_0553,Zr15Nb5Ta45Mo15W20,3.063690,187.36,0.99993,-0.00331
DFT_0554,Zr15Nb40Mo15W30,3.042509,188.45,0.99998,-0.01249
DFT_0555,Zr15Nb40Ta10Mo30W5,3.053698,175.22,0.99995,-0.01030
DFT_0556,Zr15Nb50Mo25W10,3.053028,174.78,0.99995,-0.01197
DFT_0557,Zr15V5Nb30Ta20Mo15W15,3.055058,176.42,0.99996,-0.00544
DFT_0558,Zr15V15Ta30Mo10W30,3.023854,191.09,0.99993,-0.00065
DFT_0559,Zr15V20Ta20Mo30W15,2.997805,186.95,0.99998,-0.00419
DFT_0560,Zr15V20Ta45Mo15W5,3.040773,168.58,0.99996,+0.00577
DFT_0561,Zr15V20Nb20Mo15W30,2.997713,187.68,0.99997,-0.00729
DFT_0562,Zr15V20Nb25Mo30W10,2.998460,176.94,0.99997,-0.00954
DFT_0563,Zr15V20Nb45Ta20,3.069415,144.84,0.99973,+0.00742
DFT_0564,Zr15V20Nb50Mo15,3.037839,151.67,1.00000,-0.00316
DFT_0565,Zr15V30Nb20Ta35,3.049099,148.68,0.99989,+0.01210
DFT_0566,Zr15V40Mo30W15,2.940838,184.62,0.99998,-0.01116
DFT_0567,Zr15V40Ta20Mo10W15,2.980199,171.04,0.99996,+0.00020
DFT_0568,Zr15V40Nb15W30,2.971762,176.51,0.99995,-0.00424
DFT_0569,Zr15Hf5Nb45Mo5W30,3.066632,175.45,0.99999,-0.01437
DFT_0570,Zr15Hf5V25Nb5Mo20W30,2.986859,187.54,0.99999,-0.01064
DFT_0571,Zr15Hf10V40Mo30W5,2.971445,165.49,0.99994,-0.01656
DFT_0572,Zr15Hf15Ta30Mo25W15,3.078177,174.22,0.99998,-0.01682
DFT_0573,Zr15Hf15Nb40Ta20W10,3.126350,164.11,0.99999,-0.00965
DFT_0574,Zr15Hf15V10Nb50W10,3.100130,150.37,0.99964,-0.01087
DFT_0575,Zr15Hf15V15Nb25Mo30,3.051668,156.73,0.99983,-0.01683
DFT_0576,Zr15Hf15V20Mo25W25,3.014571,178.92,0.99994,-0.01843
DFT_0577,Zr15Hf15V20Ta10Mo30W10,3.028343,168.56,0.99992,-0.01566
DFT_0578,Zr15Hf15V20Ta25W25,3.061336,170.91,0.99995,-0.00666
DFT_0579,Zr15Hf25Ta20Mo10W30,3.096207,174.73,0.99993,-0.02579
DFT_0580,Zr15Hf25Nb40Ta20,3.156808,148.41,0.99980,-0.01519
DFT_0581,Zr15Hf25V15Ta45,3.130398,149.65,0.99940,-0.00410
DFT_0582,Zr15Hf25V40Nb20,3.063065,133.54,0.99953,-0.00893
DFT_0583,Zr15Hf30V20Nb25Mo10,3.102480,144.61,0.99960,-0.01752
DFT_0584,Zr15Hf35V20Mo30,3.076119,156.85,0.99971,-0.02788
DFT_0585,Zr15Hf40Nb15W30,3.133162,172.81,0.99993,-0.03884
DFT_0586,Zr15Hf40V15Nb30,3.149415,136.76,0.99987,-0.02108
DFT_0587,Zr20Ta30Mo20W30,3.049904,194.82,0.99994,-0.01210
DFT_0588,Zr20Ta40Mo30W10,3.062091,180.92,0.99997,-0.00991
DFT_0589,Zr20Ta50Mo10W20,3.081319,179.56,0.99994,-0.00668
DFT_0590,Zr20Nb25Ta40Mo5W10,3.102408,163.75,0.99989,-0.00459
DFT_0591,Zr20Nb30Ta25Mo25,3.081391,164.03,0.99991,-0.00961
DFT_0592,Zr20Nb30Ta30W20,3.094135,168.64,0.99994,-0.00786
DFT_0593,Zr20Nb50Ta10Mo10W10,3.089199,160.14,0.99987,-0.01080
DFT_0594,Zr20V10Nb15Ta25Mo30,3.051001,166.17,0.99994,-0.00800
DFT_0595,Zr20V20Ta40Mo20,3.048307,160.58,0.99994,+0.00031
DFT_0596,Zr20V20Ta50W10,3.070606,159.59,0.99993,+0.00661
DFT_0597,Zr20V20Nb30Mo30,3.021303,159.03,0.99993,-0.01270
DFT_0598,Zr20V25Mo25W30,2.979442,191.10,0.99999,-0.01306
DFT_0599,Zr20V25Nb20Ta20Mo15,3.040347,151.26,0.99988,-0.00215
DFT_0600,Zr20V25Nb30Mo10W15,3.022366,160.54,0.99992,-0.00913
DFT_0601,Zr20V35Nb30Mo15,3.009082,145.45,1.00000,-0.00842
DFT_0602,Zr20V40Nb10Mo30,2.968314,159.35,0.99999,-0.01569
DFT_0603,Zr20Hf5Ta15Mo30W30,3.042675,182.94,0.99999,+0.02720
DFT_0604,Zr20Hf5V5Nb35Ta5W30,3.074631,166.75,0.99998,-0.01487
DFT_0605,Zr20Hf10V40Ta15Mo15,3.020318,145.72,0.99978,-0.00868
DFT_0606,Zr20Hf15V5Nb20Mo20W20,3.072787,164.96,0.99995,-0.02471
DFT_0607,Zr20Hf15V35W30,3.022567,162.04,0.99986,-0.01593
DFT_0608,Zr20Hf20Ta45Mo15,3.136269,159.56,0.99972,-0.01673
DFT_0609,Zr20Hf20Nb15Ta30W15,3.136254,162.20,0.99986,-0.01975
DFT_0610,Zr20Hf20Nb20Ta10W30,3.111737,170.09,0.99993,-0.02626
DFT_0611,Zr20Hf20Nb40Ta5Mo15,3.130709,149.79,0.99982,-0.02229
DFT_0612,Zr20Hf20Nb45Mo15,3.129904,148.52,0.99983,-0.02310
DFT_0613,Zr20Hf20V15Nb25W20,3.093163,155.24,0.99973,-0.01934
DFT_0614,Zr20Hf20V25Ta25W10,3.090881,150.01,0.99992,-0.00862
DFT_0615,Zr20Hf20V40Ta20,3.069900,133.85,0.99959,-0.00410
DFT_0616,Zr20Hf25Nb15Mo20W20,3.100430,164.52,0.99990,-0.03357
DFT_0617,Zr20Hf25V30Mo15W10,3.055974,151.19,0.99973,-0.02203
DFT_0618,Zr20Hf30V40Nb5Ta5,3.085670,130.32,0.99953,-0.01233
DFT_0619,Zr20Hf35Ta20Mo15W10,3.142570,162.19,0.99995,-0.03443
DFT_0620,Zr20Hf35V25W20,3.097663,152.62,0.99974,-0.02584
DFT_0621,Zr20Hf40Mo20W20,3.124915,170.55,0.99985,-0.04508
DFT_0622,Zr20Hf40Ta25Mo15,3.166618,148.33,0.99960,-0.03438
DFT_0623,Zr20Hf40Nb25Mo15,3.163212,139.37,0.99920,-0.03779
DFT_0624,Zr20Hf40V5Mo30W5,3.120193,159.24,0.99995,-0.04131
DFT_0625,Zr20Hf40V5Ta5W30,3.133762,167.56,0.99995,-0.03974
DFT_0626,Zr20Hf40V20Ta10W10,3.135005,144.77,0.99991,-0.02499
DFT_0627,Zr25Nb20Ta15Mo10W30,3.071310,177.63,0.99997,-0.01869
DFT_0628,Zr25Nb50Ta20W5,3.126538,145.13,0.99981,-0.00746
DFT_0629,Zr25V5Nb50W20,3.088783,155.16,0.99990,-0.01472
DFT_0630,Zr25V10Nb10Mo30W25,3.022358,182.55,0.99999,-0.02064
DFT_0631,Zr25V20Ta30W25,3.054333,165.68,0.99993,-0.00567
DFT_0632,Zr25V20Nb15Ta10W30,3.042888,166.93,0.99996,-0.01111
DFT_0633,Zr25V20Nb45Ta5Mo5,3.077876,135.79,0.99988,-0.00512
DFT_0634,Zr25V25Ta20Mo30,3.024103,158.28,0.99995,-0.01140
DFT_0635,Zr25V25Nb5Ta15Mo30,3.022790,157.04,0.99995,-0.01271
DFT_0636,Zr25V40Mo15W20,2.978270,165.66,0.99995,-0.01673
DFT_0637,Zr25V40Ta30W5,3.036085,142.49,0.99990,+0.00208
DFT_0638,Zr25V40Nb5Ta5Mo5W20,2.997281,157.49,0.99993,-0.01172
DFT_0639,Zr25Hf10V35Nb5W25,3.030256,153.85,0.99986,-0.01624
DFT_0640,Zr25Hf15Nb5Ta45Mo10,3.146380,152.80,0.99986,-0.01562
DFT_0641,Zr25Hf15Nb30W30,3.111111,162.47,0.99982,-0.02889
DFT_0642,Zr25Hf15V10Nb35Ta15,3.139759,136.79,0.99977,-0.01124
DFT_0643,Zr25Hf25Ta35W15,3.156200,160.30,0.99999,-0.02580
DFT_0644,Zr25Hf25Nb20Mo30,3.122943,151.96,0.99980,-0.03506
DFT_0645,Zr25Hf25V15Ta15Mo20,3.110916,147.38,0.99980,-0.02358
DFT_0646,Zr25Hf35Nb25W15,3.167227,142.52,0.99949,-0.03877
DFT_0647,Zr25Hf35Nb25Mo5W10,3.166683,140.26,0.99941,-0.03832
