DFT_ID,Alloy,SWS0,B0,R2,dSWS_center
DFT_0330,Hf5V20Ta30Mo15W30,2.994084,206.05,1.00000,+0.00768
DFT_0331,Hf10Nb20Ta35Mo20W15,3.070357,170.70,0.99999,+0.01819
DFT_0332,Hf20V15Nb5Ta15Mo30W15,3.016465,187.44,0.99998,+0.00040
DFT_0333,Hf35V25Ta25W15,3.071062,163.84,0.99982,+0.00109
DFT_0334,Hf40V10Mo30W20,3.160909,99.25,1.00000,+0.10994
DFT_0335,Zr5V30Nb35Mo30,2.966829,177.87,0.99999,+0.00014
DFT_0336,Zr5Hf20Nb25Mo20W30,3.051339,189.53,0.99996,-0.00178
DFT_0337,Zr10Ta30Mo30W30,3.017954,220.40,1.00000,+0.00011
DFT_0338,Zr10Nb35Ta20Mo5W30,3.052770,190.19,0.99999,+0.00030
DFT_0339,Zr10V15Nb40Mo15W20,3.012685,182.29,0.99999,+0.00025
DFT_0340,Zr10V20Ta10Mo30W30,2.969616,216.04,0.99998,+0.00018
DFT_0341,Zr10V30Ta15Mo15W30,2.969089,200.84,0.99997,+0.00041
DFT_0342,Zr10V40Nb15Mo15W20,2.950396,183.15,0.99999,+0.00031
DFT_0343,Zr10Hf20V35Nb15Mo20,3.019416,151.30,0.99988,+0.00084
DFT_0344,Zr15Nb20Ta20Mo30W15,3.043057,186.58,0.99999,+0.00027
DFT_0345,Zr15Hf20V15Ta20Mo15W15,3.069544,165.75,0.99984,-0.00099
DFT_0346,Zr15Hf20V25Nb20Ta20,3.096368,139.52,0.99987,+0.00044
DFT_0347,Zr20V35Ta15W30,2.998672,172.87,0.99997,+0.00024
DFT_0348,Zr20V40Nb20Ta20,3.030491,140.45,0.99998,+0.00047
DFT_0349,Zr20Hf40V5Nb15Ta20,3.183382,141.29,0.99993,-0.00000
DFT_0350,Zr25V15Ta15Mo15W30,3.031422,179.32,0.99998,+0.00026
DFT_0351,Zr25Hf25V25Nb15W10,3.106732,136.07,0.99985,+0.00099
DFT_0352,Zr30V20Nb10Mo20W20,3.031046,161.76,0.99998,+0.00028
DFT_0353,Zr30Hf20Ta5Mo30W15,3.103298,159.87,0.99991,+0.00028
DFT_0354,Zr30Hf40V20Nb10,3.173123,126.59,0.99991,-0.00056
DFT_0355,Zr35V25Nb20Ta20,3.101914,127.33,0.99994,+0.00073
DFT_0356,Zr40Hf10V20Mo15W15,3.086923,139.14,0.99992,+0.00043
DFT_0357,Ti5Zr15Hf40V15Ta25,3.153373,141.26,0.99984,+0.00090
DFT_0358,Ti10Zr10Ta30Mo30W20,3.024410,196.27,0.99998,+0.00044
DFT_0359,Ti10Zr25V25Ta25W15,3.051446,147.64,0.99997,+0.00033
DFT_0360,Ti10Zr40Hf10Nb20Ta20,3.184949,121.11,0.99996,+0.00025
DFT_0361,Ti10Zr40Hf25V5Ta10Mo10,3.180633,123.42,0.99996,-0.00025
DFT_0362,Ti10Zr40Hf40V10,3.216982,99.19,0.99871,-0.00562
DFT_0363,Ti15Ta40Mo30W15,3.011661,208.34,0.99998,+0.00034
DFT_0364,Ti15Nb15Ta25Mo25W20,3.010478,201.11,0.99993,+0.00059
DFT_0365,Ti15V15Nb15Ta15Mo20W20,2.980616,192.94,0.99998,+0.00044
DFT_0366,Ti15Hf10V10Nb15Mo30W20,2.990206,188.80,0.99998,+0.00019
DFT_0367,Ti15Zr5Nb20Mo30W30,2.994206,205.25,0.99998,+0.00034
DFT_0368,Ti15Zr5V25Ta10Mo30W15,2.952643,189.86,0.99998,+0.00022
DFT_0369,Ti15Zr10Hf20V20Mo15W20,3.027451,160.97,0.99995,+0.00064
DFT_0370,Ti15Zr15Hf40V10Ta10W10,3.141451,142.72,0.99975,+0.00081
DFT_0371,Ti15Zr20Hf25V10Nb10Ta20,3.144745,132.05,0.99983,+0.00086
DFT_0372,Ti15Zr40Hf15Ta20W10,3.174806,128.26,0.99996,+0.00027
DFT_0373,Ti15Zr40Hf40Nb5,3.238049,98.79,0.99731,-0.00829
DFT_0374,Ti20Hf40Nb10Ta30,3.149084,151.05,0.99986,+0.00164
DFT_0375,Ti20Zr15Hf20V30Mo15,3.038725,131.40,0.99994,+0.00081
DFT_0376,Ti20Zr20Hf40Ta10Mo10,3.169396,135.78,0.99994,+0.00005
DFT_0377,Ti20Zr25Hf15V20Nb20,3.108254,118.20,0.99987,+0.00090
DFT_0378,Ti20Zr35Hf15V5Nb25,3.167718,114.26,0.99995,+0.00015
DFT_0379,Ti25Ta15Mo30W30,2.980434,212.91,0.99998,+0.00011
DFT_0380,Ti25Zr10Hf30Nb35,3.146405,132.76,0.99981,+0.00061
DFT_0381,Ti25Zr15Hf30Nb15Ta15,3.160033,132.99,0.99990,+0.00035
DFT_0382,Ti25Zr30Hf15V25W5,3.097004,115.68,0.99988,-0.00009
DFT_0383,Ti25Zr40V10Mo15W10,3.087673,123.86,0.99995,+0.00030
DFT_0384,Ti25Zr40Hf25Nb10,3.209806,104.00,0.99974,-0.00200
DFT_0385,Ti30Zr15Hf25V5Ta15W10,3.121812,136.45,0.99984,-0.00002
DFT_0386,Ti30Zr40V20Mo10,3.088031,107.38,0.99995,+0.00046
DFT_0387,Ti30Zr40Hf5Ta15W10,3.153434,118.32,0.99995,+0.00051
DFT_0388,Ti35Zr15Hf25V15W10,3.093449,128.06,0.99981,-0.00014
DFT_0389,Ti35Zr35Hf10Mo10W10,3.126358,120.86,0.99992,+0.00033
DFT_0390,Ti40Hf20V10Nb15Ta15,3.080420,132.93,0.99990,+0.00059
DFT_0391,Ti40Zr10Hf40W10,3.143094,133.62,0.99980,+0.00034
DFT_0392,Ti40Zr15Hf15Nb15Ta15,3.129027,123.88,0.99986,+0.00086
DFT_0393,Ti40Zr20Nb35Ta5,3.108590,117.80,0.99996,+0.00035
DFT_0394,Ti40Zr20V35W5,3.000892,119.17,0.99996,+0.00037
DFT_0395,Ti40Zr20Hf10Ta20W10,3.113780,129.95,0.99994,+0.00079
DFT_0396,Ti40Zr25Ta30Mo5,3.115941,122.52,0.99996,+0.00064
DFT_0397,Ti40Zr25V20Nb15,3.067127,109.43,0.99993,-0.00023
DFT_0398,Ti40Zr25Hf25V10,3.147869,111.60,0.99988,+0.00005
DFT_0399,Ti40Zr40V5Mo15,3.113090,106.69,0.99997,+0.00040
DFT_0400,Nb5Ta35Mo30W30,3.001825,231.81,0.99993,-0.00048
DFT_0401,Nb20Ta50Mo15W15,3.045903,199.03,0.99972,+0.00083
DFT_0402,Nb30Ta35Mo30W5,3.032452,196.26,0.99973,+0.00053
DFT_0403,Nb35Ta20Mo20W25,3.020396,212.09,0.99970,+0.00056
DFT_0404,Nb50Ta10Mo30W10,3.020201,194.13,0.99999,+0.00017
DFT_0405,Nb50Ta30Mo10W10,3.053562,188.68,0.99997,-0.00017
DFT_0406,V5Nb5Ta30Mo30W30,2.990388,231.57,0.99998,-0.00037
DFT_0407,V5Nb25Ta25Mo30W15,3.008061,209.35,0.99974,+0.00054
DFT_0408,V5Nb30Ta35W30,3.036268,201.40,0.99970,+0.00080
DFT_0409,V5Nb30Ta40Mo15W10,3.038948,188.46,0.99991,+0.00050
DFT_0410,V15Ta50Mo10W25,3.006944,210.94,0.99999,-0.00005
DFT_0411,V15Nb10Ta45Mo30,3.007988,193.28,0.99996,+0.00025
DFT_0412,V15Nb50Ta20Mo5W10,3.027516,182.13,0.99993,+0.00047
DFT_0413,V20Nb15Ta50W15,3.025056,186.08,0.99997,+0.00005
DFT_0414,V20Nb25Mo25W30,2.958140,230.51,0.99990,+0.00032
DFT_0415,V20Nb40Ta25W15,3.018463,184.61,1.00000,+0.00016
DFT_0416,V20Nb45Ta5Mo30,2.984108,184.30,1.00000,-0.00003
DFT_0417,V20Nb50Mo15W15,2.988433,186.69,0.99998,+0.00019
DFT_0418,V25Ta30Mo30W15,2.962228,218.91,0.99975,+0.00042
DFT_0419,V25Nb5Ta20Mo30W20,2.953865,227.15,0.99997,+0.00025
DFT_0420,V25Nb5Ta40Mo25W5,2.985176,191.19,0.99985,+0.00041
DFT_0421,V25Nb20Ta25Mo15W15,2.984314,193.24,0.99996,+0.00017
DFT_0422,V25Nb25Ta5Mo15W30,2.961778,213.19,0.99996,+0.00043
DFT_0423,V25Nb50Ta15Mo10,3.007952,172.96,0.99998,+0.00030
DFT_0424,V30Nb20Ta20W30,2.976662,199.59,0.99993,+0.00051
DFT_0425,V30Nb20Ta30Mo20,2.982988,182.91,0.99994,+0.00030
DFT_0426,V35Ta20Mo15W30,2.939293,221.23,0.99995,-0.00007
DFT_0427,V35Nb45Ta5Mo5W10,2.975119,178.63,0.99998,+0.00041
DFT_0428,V40Ta40Mo5W15,2.967919,188.32,0.99987,+0.00061
DFT_0429,V40Nb20Mo30W10,2.920350,198.50,0.99998,-0.00006
DFT_0430,V40Nb35Mo5W20,2.948460,186.56,0.99998,+0.00030
DFT_0431,Hf5Nb5Ta50Mo25W15,3.046021,206.04,0.99987,+0.00634
DFT_0432,Hf5V10Nb40Mo30W15,2.998688,195.60,0.99999,-0.00019
DFT_0433,Hf5V15Nb25Ta20Mo5W30,3.012264,197.38,1.00000,+0.00012
DFT_0434,Hf5V25Nb15Ta45W10,3.024036,199.58,0.99966,-0.00377
DFT_0435,Hf5V25Nb25Ta20Mo25,2.993505,180.45,0.99998,+0.00014
DFT_0436,Hf10Ta40Mo20W30,3.048512,196.23,1.00000,+0.01617
DFT_0437,Hf10Nb40Ta10Mo15W25,3.041642,192.45,0.99997,-0.00022
DFT_0438,Hf10Nb40Ta20Mo30,3.051667,183.86,0.99998,-0.00028
DFT_0439,Hf10V10Ta30Mo30W20,3.007448,211.36,1.00000,+0.00000
DFT_0440,Hf10V10Nb20Mo30W30,2.990478,216.29,0.99994,-0.00039
DFT_0441,Hf10V20Nb35Mo5W30,3.004033,188.44,0.99999,+0.00011
DFT_0442,Hf10V25Ta35W30,3.009287,192.61,1.00000,+0.00134
DFT_0443,Hf10V35Ta25Mo20W10,2.975283,185.08,0.99997,+0.00047
DFT_0444,Hf10V35Ta50Mo5,3.020371,167.15,1.00000,+0.00020
DFT_0445,Hf10V40Ta5Mo20W25,2.938693,202.49,0.99998,-0.00037
DFT_0446,Hf10V40Nb10Mo30W10,2.938011,188.30,1.00000,-0.00015
DFT_0447,Hf15Nb25Ta20Mo30W10,3.048016,185.38,1.00000,-0.00008
DFT_0448,Hf15Nb25Ta25Mo5W30,3.061604,192.21,0.99995,-0.00025
DFT_0449,Hf15Nb25Ta45W15,3.092170,177.34,0.99994,+0.00017
DFT_0450,Hf15Nb35Mo30W20,3.032033,192.93,0.99998,-0.00010
DFT_0451,Hf15Nb35Ta30Mo10W10,3.080110,178.34,0.99999,+0.00006
DFT_0452,Hf15Nb50Ta15W20,3.079690,179.49,0.99998,-0.00046
DFT_0453,Hf15Nb50Ta25Mo10,3.094657,168.72,0.99990,+0.00035
DFT_0454,Hf15V5Ta50Mo30,3.087012,153.28,0.99998,+0.01506
DFT_0455,Hf15V5Nb5Ta25Mo20W30,3.028021,210.45,0.99999,-0.00025
DFT_0456,Hf15V5Nb50Ta10W20,3.068599,177.37,0.99997,+0.00026
DFT_0457,Hf15V10Nb15Ta45Mo15,3.068552,170.13,1.00000,+0.00078
DFT_0458,Hf15V10Nb45Ta15Mo15,3.062760,167.43,0.99996,+0.00071
DFT_0459,Hf15V15Ta35Mo30W5,3.054449,155.21,0.99998,+0.01451
DFT_0460,Hf15V20Ta15Mo20W30,2.992937,206.79,0.99999,+0.00028
DFT_0461,Hf15V20Nb15Ta20W30,3.025339,186.60,0.99999,+0.00065
DFT_0462,Hf15V20Nb25Mo20W20,3.001594,185.46,0.99999,+0.00021
DFT_0463,Hf15V20Nb45W20,3.033556,172.36,0.99998,+0.00056
DFT_0464,Hf15V25Nb40Mo5W15,3.020209,170.14,0.99998,+0.00055
DFT_0465,Hf15V30Nb30Mo25,2.994016,169.36,0.99994,+0.00056
DFT_0466,Hf15V35Mo20W30,2.953004,202.29,0.99998,-0.00025
DFT_0467,Hf15V35Nb25Ta20W5,3.023953,159.94,0.99997,+0.00030
DFT_0468,Hf15V40Ta25Mo20,2.984155,169.28,0.99998,-0.00011
DFT_0469,Hf15V40Ta30W15,3.000147,171.77,0.99997,+0.00010
DFT_0470,Hf15V40Ta35Mo5W5,3.006435,165.93,0.99997,+0.00017
DFT_0471,Hf15V40Nb30W15,2.991283,165.51,0.99995,+0.00064
DFT_0472,Hf20Ta30Mo30W20,3.045690,201.59,1.00000,-0.00100
DFT_0473,Hf20Ta50Mo15W15,3.121625,147.78,0.99995,+0.02082
DFT_0474,Hf20V15Ta35Mo10W20,3.045801,185.40,1.00000,+0.00107
DFT_0475,Hf20V20Nb35Ta25,3.078271,155.26,0.99990,-0.00010
DFT_0476,Hf20V40Nb20Ta20,3.028713,149.90,0.99996,+0.00122
DFT_0477,Hf25Nb25Ta25Mo25,3.086842,173.29,0.99995,+0.00046
DFT_0478,Hf25Nb50Mo15W10,3.084874,171.75,0.99992,+0.00058
DFT_0479,Hf25V15Ta30Mo30,3.106175,126.38,0.99999,+0.02894
DFT_0480,Hf25V15Ta50W10,3.149496,121.63,1.00000,+0.02994
DFT_0481,Hf25V15Nb20Ta20Mo20,3.062493,168.63,0.99999,+0.00127
DFT_0482,Hf25V15Nb25Ta20W15,3.074372,168.97,0.99994,-0.00044
DFT_0483,Hf25V20Nb25W30,3.038134,176.06,0.99996,+0.00072
DFT_0484,Hf25V30Mo30W15,2.985057,182.38,0.99997,+0.00049
DFT_0485,Hf25V30Ta15Mo10W20,3.015394,174.57,0.99994,+0.00022
DFT_0486,Hf25V30Nb5Ta5Mo15W20,3.004497,175.84,0.99996,+0.00064
DFT_0487,Hf25V35Ta10W30,3.005484,177.30,0.99997,+0.00030
DFT_0488,Hf25V40Nb15Mo10W10,2.999792,162.05,0.99986,+0.00082
DFT_0489,Hf30Ta25Mo15W30,3.070769,194.12,0.99990,+0.00015
DFT_0490,Hf30Nb15Ta15Mo20W20,3.075725,203.21,0.88207,+0.00131
DFT_0491,Hf30Nb35Ta5W30,3.090591,210.57,0.83906,+0.00048
DFT_0492,Hf30Nb35Ta5Mo5W25,3.089077,177.70,0.99992,+0.00056
DFT_0493,Hf30V5Nb5Mo30W30,3.033605,197.77,0.99994,+0.00002
DFT_0494,Hf30V15Nb30Mo15W10,3.061185,166.03,0.99988,+0.00104
DFT_0495,Hf35Ta5Mo30W30,3.053057,197.48,0.99988,-0.00144
DFT_0496,Hf35Nb5Ta30Mo25W5,3.097185,268.17,0.62282,+0.00055
DFT_0497,Hf35Nb25Mo20W20,3.172577,108.23,1.00000,+0.09282
DFT_0498,Hf35V5Ta45Mo10W5,3.114928,176.00,1.00000,+0.00192
DFT_0499,Hf35V10Nb45Mo10,3.104302,153.95,0.99981,+0.00142
DFT_0500,Hf35V20Nb15Ta20Mo5W5,3.087415,158.93,0.99986,+0.00165
DFT_0501,Hf35V25Nb5Ta5Mo30,3.036515,163.12,0.99991,+0.00094
DFT_0502,Hf35V25Nb20Mo20,3.053004,159.95,0.99954,+0.00142
DFT_0503,Hf35V25Nb30W10,3.073330,154.39,0.99984,+0.00141
DFT_0504,Hf35V40Ta10W15,3.032247,158.01,0.99991,+0.00105
DFT_0505,Hf40Ta30Mo20W10,3.106791,176.34,0.99991,+0.00040
DFT_0506,Hf40Nb25Ta25W10,3.138374,165.85,0.99995,+0.00163
DFT_0507,Hf40V5Nb5Ta30W20,3.111565,208.64,0.71722,-0.00199
DFT_0508,Hf40V5Nb15Mo30W10,3.075532,173.80,0.99985,+0.00085
DFT_0509,Hf40V5Nb25Mo30,3.089679,165.81,0.99980,+0.00090
DFT_0510,Hf40V10Ta20Mo15W15,3.085981,173.51,0.99994,-0.00017
DFT_0511,Hf40V10Ta25W25,3.097107,174.37,0.99985,+0.00135
DFT_0512,Hf40V10Nb10Mo10W30,3.069839,178.24,0.99985,+0.00072
DFT_0513,Hf40V20Mo15W25,3.046717,174.63,0.99988,+0.00092
DFT_0514,Hf40V20Ta20Mo20,3.077734,162.07,0.99993,+0.00133
DFT_0515,Hf40V20Nb20Ta20,3.112883,154.49,0.99995,+0.00236
DFT_0516,Zr5Ta50Mo30W15,3.030928,214.28,0.99999,+0.00023
DFT_0517,Zr5V15Nb50W30,3.014512,187.73,1.00000,+0.00023
DFT_0518,Zr5V25Nb20Mo30W20,2.957782,201.97,1.00000,+0.00032
DFT_0519,Zr5V40Mo30W25,2.913257,218.38,0.99999,+0.00034
DFT_0520,Zr5V40Ta25Mo30,2.948884,183.86,0.99999,+0.00031
DFT_0521,Zr5V40Nb5Ta20W30,2.960377,195.76,0.99993,+0.00052
DFT_0522,Zr5Hf5V40Nb25W25,2.968877,178.69,1.00000,+0.00040
DFT_0523,Zr5Hf10V30Nb50Mo5,3.029897,148.88,0.99989,+0.00032
DFT_0524,Zr5Hf10V35Nb30Mo20,2.989713,162.04,0.99997,-0.00016
DFT_0525,Zr5Hf15Nb5Ta50W25,3.088917,184.58,0.99999,+0.00037
DFT_0526,Zr5Hf15V30Nb30Ta5W15,3.028102,161.49,0.99994,+0.00075
DFT_0527,Zr5Hf20Ta45W30,3.089542,185.29,0.99998,-0.00008
DFT_0528,Zr5Hf20V20Ta50W5,3.084697,162.81,0.99987,+0.00075
DFT_0529,Zr5Hf25Nb15Ta50W5,3.202739,114.87,1.00000,+0.07017
DFT_0530,Zr5Hf25Nb20Ta50,3.142006,160.04,0.99997,+0.00162
DFT_0531,Zr5Hf25Nb25Ta10Mo30W5,3.078740,172.78,0.99993,-0.00003
DFT_0532,Zr5Hf25V5Ta35Mo15W15,3.083167,177.83,0.99988,+0.00021
DFT_0533,Zr5Hf25V5Nb5Mo30W30,3.034208,194.57,0.99995,-0.00168
DFT_0534,Zr5Hf30Nb30Ta25Mo10,3.130248,160.72,0.99984,+0.00134
DFT_0535,Zr5Hf30V40Ta20Mo5,3.048853,146.30,0.99977,+0.00171
DFT_0536,Zr5Hf40Nb40W15,3.137073,159.91,0.99982,+0.00125
DFT_0537,Zr5Hf40V5Nb5Ta15W30,3.107656,174.92,0.99983,-0.00048
DFT_0538,Zr5Hf40V40Mo15,3.043788,144.76,0.99983,+0.00114
DFT_0539,Zr10Nb20Ta25Mo20W25,3.038193,197.72,0.99998,+0.00049
DFT_0540,Zr10Nb20Ta50Mo20,3.074169,177.55,1.00000,+0.00006
DFT_0541,Zr10V15Nb25Ta50,3.076949,164.44,0.99999,+0.00043
DFT_0542,Zr10V15Nb30Ta25W20,3.042212,177.33,1.00000,+0.00031
DFT_0543,Zr10V20Nb40Ta25Mo5,3.051664,155.90,0.99995,+0.00066
DFT_0544,Zr10V25Nb5Ta25Mo20W15,2.993936,184.98,0.99998,+0.00025
DFT_0545,Zr10V40Nb35Ta5W10,2.990014,158.75,0.99996,+0.00046
DFT_0546,Zr10Hf5V5Nb5Ta50W25,3.080190,173.98,0.99999,+0.00957
DFT_0547,Zr10Hf5V25Nb5Ta50Mo5,3.054944,161.35,0.99999,+0.00031
DFT_0548,Zr10Hf5V40Nb45,3.012983,142.01,0.99996,+0.00082
DFT_0549,Zr10Hf15V25Ta30Mo20,3.077383,133.39,0.99998,+0.01722
DFT_0550,Zr10Hf15V40Mo15W20,2.978230,170.68,0.99997,+0.00048
DFT_0551,Zr10Hf30V25Nb5W30,3.054930,164.52,0.99989,+0.00092
DFT_0552,Zr10Hf40Nb20Ta15W15,3.148482,163.04,0.99969,-0.00016
DFT_0553,Zr15Nb5Ta45Mo15W20,3.064142,186.33,0.99998,+0.00045
DFT_0554,Zr15Nb40Mo15W30,3.042741,187.72,0.99999,+0.00023
DFT_0555,Zr15Nb40Ta10Mo30W5,3.054071,174.92,0.99998,+0.00037
DFT_0556,Zr15Nb50Mo25W10,3.053403,174.06,0.99998,+0.00037
DFT_0557,Zr15V5Nb30Ta20Mo15W15,3.055407,176.00,0.99999,+0.00035
DFT_0558,Zr15V15Ta30Mo10W30,3.024294,190.56,0.99999,+0.00044
DFT_0559,Zr15V20Ta20Mo30W15,2.998049,186.32,0.99997,+0.00024
DFT_0560,Zr15V20Ta45Mo15W5,3.041121,168.66,0.99999,+0.00035
DFT_0561,Zr15V20Nb20Mo15W30,2.997989,187.45,0.99999,+0.00028
DFT_0562,Zr15V20Nb25Mo30W10,2.998731,176.42,0.99999,+0.00027
DFT_0563,Zr15V20Nb45Ta20,3.070294,147.40,0.99993,+0.00088
DFT_0564,Zr15V20Nb50Mo15,3.037668,151.86,0.99997,-0.00017
DFT_0565,Zr15V30Nb20Ta35,3.049508,150.68,1.00000,+0.00041
DFT_0566,Zr15V40Mo30W15,2.941050,184.26,0.99999,+0.00021
DFT_0567,Zr15V40Ta20Mo10W15,2.980540,171.90,0.99997,+0.00034
DFT_0568,Zr15V40Nb15W30,2.972362,174.30,0.99982,+0.00060
DFT_0569,Zr15Hf5Nb45Mo5W30,3.066621,177.95,0.99998,-0.00001
DFT_0570,Zr15Hf5V25Nb5Mo20W30,2.986989,187.96,0.99997,+0.00013
DFT_0571,Zr15Hf10V40Mo30W5,2.971862,163.95,0.99998,+0.00042
DFT_0572,Zr15Hf15Ta30Mo25W15,3.078215,176.58,0.99997,+0.00004
DFT_0573,Zr15Hf15Nb40Ta20W10,3.125417,156.62,0.99990,-0.00093
DFT_0574,Zr15Hf15V10Nb50W10,3.101185,148.56,0.99991,+0.00106
DFT_0575,Zr15Hf15V15Nb25Mo30,3.052201,156.74,0.99993,+0.00053
DFT_0576,Zr15Hf15V20Mo25W25,3.014881,178.68,0.99998,+0.00031
DFT_0577,Zr15Hf15V20Ta10Mo30W10,3.028724,169.17,0.99996,+0.00038
DFT_0578,Zr15Hf15V20Ta25W25,3.061594,168.80,0.99998,+0.00026
DFT_0579,Zr15Hf25Ta20Mo10W30,3.096549,176.30,0.99997,+0.00034
DFT_0580,Zr15Hf25Nb40Ta20,3.157798,146.14,0.99993,+0.00099
DFT_0581,Zr15Hf25V15Ta45,3.131768,150.72,0.99991,+0.00137
DFT_0582,Zr15Hf25V40Nb20,3.064285,131.50,0.99990,+0.00122
DFT_0583,Zr15Hf30V20Nb25Mo10,3.103658,141.63,0.99981,+0.00118
DFT_0584,Zr15Hf35V20Mo30,3.076936,150.92,0.99984,+0.00082
DFT_0585,Zr15Hf40Nb15W30,3.133698,166.68,0.99969,+0.00054
DFT_0586,Zr15Hf40V15Nb30,3.149969,139.09,0.99983,+0.00055
DFT_0587,Zr20Ta30Mo20W30,3.050306,193.57,0.99998,+0.00040
DFT_0588,Zr20Ta40Mo30W10,3.062379,180.13,0.99999,+0.00029
DFT_0589,Zr20Ta50Mo10W20,3.081730,179.32,0.99999,+0.00041
DFT_0590,Zr20Nb25Ta40Mo5W10,3.103006,163.09,0.99996,+0.00060
DFT_0591,Zr20Nb30Ta25Mo25,3.081917,163.58,0.99996,+0.00053
DFT_0592,Zr20Nb30Ta30W20,3.094540,168.23,0.99999,+0.00040
DFT_0593,Zr20Nb50Ta10Mo10W10,3.089853,159.66,0.99995,+0.00065
DFT_0594,Zr20V10Nb15Ta25Mo30,3.051453,165.62,0.99997,+0.00045
DFT_0595,Zr20V20Ta40Mo20,3.048737,160.57,0.99999,+0.00043
DFT_0596,Zr20V20Ta50W10,3.071101,159.51,0.99863,+0.00049
DFT_0597,Zr20V20Nb30Mo30,3.021717,158.04,0.99997,+0.00041
DFT_0598,Zr20V25Mo25W30,2.979618,191.02,0.99997,+0.00018
DFT_0599,Zr20V25Nb20Ta20Mo15,3.040940,151.07,0.99997,+0.00059
DFT_0600,Zr20V25Nb30Mo10W15,3.022857,160.40,0.99998,+0.00049
DFT_0601,Zr20V35Nb30Mo15,3.008927,145.43,0.99997,-0.00015
DFT_0602,Zr20V40Nb10Mo30,2.968427,158.71,0.99996,+0.00011
DFT_0603,Zr20Hf5Ta15Mo30W30,3.041262,194.46,0.99998,-0.00141
DFT_0604,Zr20Hf5V5Nb35Ta5W30,3.074614,170.13,0.99997,-0.00002
DFT_0605,Zr20Hf10V40Ta15Mo15,3.021018,145.53,0.99989,+0.00070
DFT_0606,Zr20Hf15V5Nb20Mo20W20,3.072925,167.02,0.99994,+0.00014
DFT_0607,Zr20Hf15V35W30,3.023181,160.20,0.99995,+0.00061
DFT_0608,Zr20Hf20Ta45Mo15,3.137477,155.81,0.99998,+0.00121
DFT_0609,Zr20Hf20Nb15Ta30W15,3.137247,158.67,0.99989,+0.00099
DFT_0610,Zr20Hf20Nb20Ta10W30,3.111940,167.22,0.99988,+0.00020
DFT_0611,Zr20Hf20Nb40Ta5Mo15,3.131537,146.85,0.99987,+0.00083
DFT_0612,Zr20Hf20Nb45Mo15,3.130704,145.72,0.99986,+0.00080
DFT_0613,Zr20Hf20V15Nb25W20,3.094047,151.82,0.99990,+0.00088
DFT_0614,Zr20Hf20V25Ta25W10,3.092066,147.08,0.99994,+0.00118
DFT_0615,Zr20Hf20V40Ta20,3.071017,131.85,0.99962,+0.00112
DFT_0616,Zr20Hf25Nb15Mo20W20,3.100707,165.31,0.99990,+0.00028
DFT_0617,Zr20Hf25V30Mo15W10,3.056776,147.16,0.99988,+0.00080
DFT_0618,Zr20Hf30V40Nb5Ta5,3.086963,128.22,0.99971,+0.00129
DFT_0619,Zr20Hf35Ta20Mo15W10,3.143288,157.99,0.99983,+0.00072
DFT_0620,Zr20Hf35V25W20,3.098568,147.67,0.99977,+0.00091
DFT_0621,Zr20Hf40Mo20W20,3.125297,164.53,0.99979,+0.00038
DFT_0622,Zr20Hf40Ta25Mo15,3.167180,154.87,0.99989,+0.00056
DFT_0623,Zr20Hf40Nb25Mo15,3.163660,147.47,0.99986,+0.00045
DFT_0624,Zr20Hf40V5Mo30W5,3.120723,155.71,0.99976,+0.00053
DFT_0625,Zr20Hf40V5Ta5W30,3.134438,161.55,0.99983,+0.00068
DFT_0626,Zr20Hf40V20Ta10W10,3.135932,142.63,0.99982,+0.00093
DFT_0627,Zr25Nb20Ta15Mo10W30,3.071589,176.34,0.99999,+0.00028
DFT_0628,Zr25Nb50Ta20W5,3.127304,145.35,0.99994,+0.00077
DFT_0629,Zr25V5Nb50W20,3.089323,153.88,0.99997,+0.00054
DFT_0630,Zr25V10Nb10Mo30W25,3.022552,181.56,0.99999,+0.00019
DFT_0631,Zr25V20Ta30W25,3.054790,165.02,0.99997,+0.00046
DFT_0632,Zr25V20Nb15Ta10W30,3.043235,166.39,0.99999,+0.00035
DFT_0633,Zr25V20Nb45Ta5Mo5,3.078472,135.87,0.99993,+0.00060
DFT_0634,Zr25V25Ta20Mo30,3.024544,157.67,0.99998,+0.00044
DFT_0635,Zr25V25Nb5Ta15Mo30,3.023147,156.48,0.99999,+0.00036
DFT_0636,Zr25V40Mo15W20,2.978596,163.91,0.99998,+0.00033
DFT_0637,Zr25V40Ta30W5,3.036600,141.99,0.99997,+0.00052
DFT_0638,Zr25V40Nb5Ta5Mo5W20,2.997707,157.41,0.99996,+0.00043
DFT_0639,Zr25Hf10V35Nb5W25,3.030904,152.05,0.99996,+0.00065
DFT_0640,Zr25Hf15Nb5Ta45Mo10,3.147958,146.09,1.00000,+0.00158
DFT_0641,Zr25Hf15Nb30W30,3.111664,160.57,0.99991,+0.00055
DFT_0642,Zr25Hf15V10Nb35Ta15,3.140721,136.82,0.99995,+0.00096
DFT_0643,Zr25Hf25Ta35W15,3.156071,157.12,0.99997,-0.00013
DFT_0644,Zr25Hf25Nb20Mo30,3.123529,148.93,0.99983,+0.00059
DFT_0645,Zr25Hf25V15Ta15Mo20,3.111731,144.07,0.99986,+0.00081
DFT_0646,Zr25Hf35Nb25W15,3.167744,148.72,0.99984,+0.00052
DFT_0647,Zr25Hf35Nb25Mo5W10,3.167108,146.91,0.99988,+0.00042
